Annotations,Path,Manuscript,Description,label,id,saint,prophet,king
"['initiale historiee', 'lettre e', 'ps 080 (81) texte', 'ps 080 (81), 03-04', 'psaumes (source)', 'registres 2', 'scene biblique', 'musique', 'danse', 'david', 'couronne', 'harpe', 'accessoire de musique', 'assis par terre', 'tete inclinee', 'ouie', 'instrument a embouchure', 'clochettes', 'genou flechi', 'genou en terre', 'tete tournee', 'de profil', 'arbre']",1365757.jpg,"Paris, Bibl. Mazarine, 0012",david accordant sa harpe et musicien,['king'],['1365757'],0,0,1
"['initiale historiee', 'lettre c', 'ps 097 (98) texte', 'ps 097 (98), 01', 'scene biblique', 'david', 'couronne', 'musique', 'orgue', 'assis', 'coussin', 'de profil']",1365760.jpg,"Paris, Bibl. Mazarine, 0012",david jouant de l'orgue,['king'],['1365760'],0,0,1
"['initiale historiee', 'lettre d', 'ps 101 (102) texte', 'ps 101 (102), 02', 'scene biblique', 'david', 'couronne', 'priere', 'agenouille', 'mains jointes', 'bras leves', 'mains levees', 'autel', 'calice', 'rideau']",1365759.jpg,"Paris, Bibl. Mazarine, 0012",david en priere,['king'],['1365759'],0,0,1
"['initiale historiee', 'lettre p', 'prov texte', 'prov 01', 'figure biblique', 'salomon', 'couronne', 'sceptre', 'index pointe', 'assis', 'siege en x', 'pied pose sur', 'zoomorphe']",1365763.jpg,"Paris, Bibl. Mazarine, 0012",salomon roi,['king'],['1365763'],0,0,1
"['initiale historiee', 'lettre o', 'cant texte', 'figure biblique', 'salomon', 'assis', 'banc', 'phylactere', 'couvre-chef']",1365764.jpg,"Paris, Bibl. Mazarine, 0012",salomon (a preciser),['king'],['1365764'],0,0,1
"['initiale historiee', 'lettre d', 'sap texte', 'sap 01, 01', 'figure biblique', 'salomon', 'couronne', 'livre', 'palme', 'assis', 'banc']",1365766.jpg,"Paris, Bibl. Mazarine, 0012",salomon,['king'],['1365766'],0,0,1
"['initiale historiee', 'lettre d', 'sap texte', 'sap 01, 01', 'figure biblique', 'salomon', 'couronne', 'livre', 'palme', 'assis', 'banc']",1365765.jpg,"Paris, Bibl. Mazarine, 0012",salomon,['king'],['1365765'],0,0,1
"['initiale historiee', 'lettre u', 'jer texte', 'figure biblique', 'jeremie', 'auteur', 'aureole', 'phylactere', 'yeux baisses', 'main ouverte', 'main sur sa poitrine', 'main posee sur', 'assis', 'banc', 'arc trilobe', 'edifice', 'zoomorphe']",1365771.jpg,"Paris, Bibl. Mazarine, 0012",jeremie,['prophet'],['1365771'],0,1,0
"['initiale historiee', 'lettre e', 'ez texte', 'figure biblique', 'ezechiel', 'aureole', 'index pointe', 'main posee sur', 'assis', 'banc', ""pieds a l'equerre""]",1365775.jpg,"Paris, Bibl. Mazarine, 0012",ezechiel,['prophet'],['1365775'],0,1,0
"['initiale historiee', 'initiale zoomorphe mixte', 'lettre a', 'dan texte', 'dan 14, 36', 'scene biblique', 'habacuc', 'daniel', 'secours', 'en buste', 'dans les airs', 'nuee', 'panier', 'lien', 'sac', 'aliment solide', 'barbe', 'imberbe', 'assis par terre', 'accoude', 'tete inclinee', 'regard', 'main a sa joue', 'douleur', 'lion', 'zoomorphe', 'mordant']",1365778.jpg,"Paris, Bibl. Mazarine, 0012",daniel dans la fosse aux lions secouru par habacuc,['prophet'],['1365778'],0,1,0
"['initiale historiee', 'initiale zoomorphe mixte', 'lettre a', 'dan texte', 'dan 14, 36', 'scene biblique', 'habacuc', 'daniel', 'secours', 'en buste', 'dans les airs', 'nuee', 'panier', 'lien', 'sac', 'aliment solide', 'barbe', 'imberbe', 'assis par terre', 'accoude', 'tete inclinee', 'regard', 'main a sa joue', 'douleur', 'lion', 'zoomorphe', 'mordant']",1365776.jpg,"Paris, Bibl. Mazarine, 0012",daniel dans la fosse aux lions secouru par habacuc,['prophet'],['1365776'],0,1,0
"['initiale historiee', 'lettre v', 'os texte', 'figure biblique', 'osee', 'aureole', 'assis', 'bras ecartes', 'bras leves', 'mains levees', 'main ouverte', ""pieds a l'equerre"", 'zoomorphe', 'affronte', 'symetrie']",1365780.jpg,"Paris, Bibl. Mazarine, 0012",osee,['prophet'],['1365780'],0,1,0
"['initiale historiee', 'lettre v', 'os texte', 'figure biblique', 'osee', 'aureole', 'assis', 'bras ecartes', 'bras leves', 'mains levees', 'main ouverte', ""pieds a l'equerre"", 'zoomorphe', 'affronte', 'symetrie']",1365779.jpg,"Paris, Bibl. Mazarine, 0012",osee,['prophet'],['1365779'],0,1,0
"['initiale historiee', 'lettre u', 'jo texte', 'figure biblique', 'joel', 'auteur', 'aureole', 'lecture', 'tete inclinee', 'phylactere', 'index pointe', 'main levee', 'assis', 'banc']",1365782.jpg,"Paris, Bibl. Mazarine, 0012",joel lisant,['prophet'],['1365782'],0,1,0
"['initiale historiee', 'lettre u', 'am texte', 'figure biblique', 'amos', 'auteur', 'aureole', 'phylactere', 'main couverte', 'assis', 'banc', 'chauve', 'barbe']",1365783.jpg,"Paris, Bibl. Mazarine, 0012",amos,['prophet'],['1365783'],0,1,0
"['initiale historiee', 'lettre u', 'soph texte', 'figure biblique', 'sophonie', 'assis', 'main sur sa cuisse', 'main levee', 'index pointe', 'tete levee', ""pieds a l'equerre"", 'chaussure', 'arc trilobe', 'fortification', 'edifice']",1365787.jpg,"Paris, Bibl. Mazarine, 0012",sophonie,['prophet'],['1365787'],0,1,0
"['initiale historiee', 'lettre i', 'agg texte', 'figure biblique', 'aggee', 'debout', 'tenue de son vetement', 'index pointe', 'yeux leves', ""pieds a l'equerre"", 'pied pose sur', 'zoomorphe', 'crachant vegetal', 'symetrie']",1365788.jpg,"Paris, Bibl. Mazarine, 0012",aggee,['prophet'],['1365788'],0,1,0
"['initiale historiee', 'lettre i', 'zach texte', 'figure biblique', 'zacharie', 'auteur', 'phylactere', 'debout', 'index pointe', 'tete levee', ""pieds a l'equerre"", 'pied pose sur', 'zoomorphe', 'entrelace', 'crachant vegetal', 'symetrie']",1365790.jpg,"Paris, Bibl. Mazarine, 0012",zacharie,['prophet'],['1365790'],0,1,0
"['initiale historiee', 'lettre i', 'zach texte', 'figure biblique', 'zacharie', 'auteur', 'phylactere', 'debout', 'index pointe', 'tete levee', ""pieds a l'equerre"", 'pied pose sur', 'zoomorphe', 'entrelace', 'crachant vegetal', 'symetrie']",1365789.jpg,"Paris, Bibl. Mazarine, 0012",zacharie,['prophet'],['1365789'],0,1,0
"['initiale historiee', 'lettre o', 'mal texte', 'figure biblique', 'malachie', 'assis', 'banc', 'main posee sur', 'main levee', 'index pointe', ""pieds a l'equerre"", 'arc trilobe', 'fortification', 'edifice']",1365793.jpg,"Paris, Bibl. Mazarine, 0012",malachie,['prophet'],['1365793'],0,1,0
"['initiale historiee', 'lettre o', 'mal texte', 'figure biblique', 'malachie', 'assis', 'banc', 'main posee sur', 'main levee', 'index pointe', ""pieds a l'equerre"", 'arc trilobe', 'fortification', 'edifice']",1365794.jpg,"Paris, Bibl. Mazarine, 0012",malachie,['prophet'],['1365794'],0,1,0
"['initiale historiee', 'initiale zoomorphe mixte', 'lettre l', 'matth texte', 'figure biblique', 'saint matthieu', 'auteur', 'assis', 'fauteuil', 'lecture', 'livre ouvert', 'de trois-quarts', 'jambe levee', 'main posee sur', 'pied pose sur', 'zoomorphe', 'arcade']",1365798.jpg,"Paris, Bibl. Mazarine, 0012",saint matthieu lisant,['saint'],['1365798'],1,0,0
"['initiale historiee', 'lettre i', 'marc texte', 'figure biblique', 'saint marc', 'auteur', 'assis', 'fauteuil', 'livre', 'de trois-quarts', 'jambe levee', 'arcade', 'pied pose sur', 'zoomorphe', 'canide']",1365799.jpg,"Paris, Bibl. Mazarine, 0012",saint marc,['saint'],['1365799'],1,0,0
"['initiale historiee', 'lettre i', 'marc texte', 'figure biblique', 'saint marc', 'auteur', 'assis', 'fauteuil', 'livre', 'de trois-quarts', 'jambe levee', 'arcade', 'pied pose sur', 'zoomorphe', 'canide']",1365800.jpg,"Paris, Bibl. Mazarine, 0012",saint marc,['saint'],['1365800'],1,0,0
"['initiale historiee', 'lettre i', 'joh texte', 'figure biblique', 'saint jean', 'auteur', 'assis', 'de trois-quarts', 'siege a marches', 'lutrin', 'livre ouvert', 'lecture', 'jambe levee', 'main posee sur', 'pied pose sur', 'zoomorphe', 'crachant vegetal', 'affronte', 'symetrie']",1365801.jpg,"Paris, Bibl. Mazarine, 0012",saint jean lisant,['saint'],['1365801'],1,0,0
"['initiale historiee', 'lettre p', 'rom texte', 'figure biblique', 'saint paul', 'epee', 'attribut', 'chauve', 'barbe', 'index pointe', ""pieds a l'equerre"", 'assis', 'banc', 'coussin', 'zoomorphe']",1365805.jpg,"Paris, Bibl. Mazarine, 0012",saint paul,['saint'],['1365805'],1,0,0
"['initiale historiee', 'lettre p', 'rom texte', 'figure biblique', 'saint paul', 'epee', 'attribut', 'chauve', 'barbe', 'index pointe', ""pieds a l'equerre"", 'assis', 'banc', 'coussin', 'zoomorphe']",1365804.jpg,"Paris, Bibl. Mazarine, 0012",saint paul,['saint'],['1365804'],1,0,0
"['initiale historiee', 'lettre p', 'cor1 texte', 'figure biblique', 'saint paul', 'auteur', 'chauve', 'barbe', 'main couverte', 'index pointe', 'designation', 'livre', 'pied pose sur', 'assis', 'banc', 'zoomorphe']",1365806.jpg,"Paris, Bibl. Mazarine, 0012",saint paul,['saint'],['1365806'],1,0,0
"['initiale historiee', 'lettre p', 'cor2 texte', 'figure biblique', 'saint paul', 'auteur', 'chauve', 'barbe', 'livre', 'main ouverte', ""pieds a l'equerre"", 'assis', 'banc']",1365807.jpg,"Paris, Bibl. Mazarine, 0012",saint paul,['saint'],['1365807'],1,0,0
"['initiale historiee', 'lettre p', 'cor2 texte', 'figure biblique', 'saint paul', 'auteur', 'chauve', 'barbe', 'livre', 'main ouverte', ""pieds a l'equerre"", 'assis', 'banc']",1365808.jpg,"Paris, Bibl. Mazarine, 0012",saint paul,['saint'],['1365808'],1,0,0
"['initiale historiee', 'lettre p', 'eph texte', 'figure biblique', 'saint paul', 'chauve', 'barbe', 'epee', 'attribut', 'index pointe', 'assis', 'banc', ""pieds a l'equerre""]",1365810.jpg,"Paris, Bibl. Mazarine, 0012",saint paul,['saint'],['1365810'],1,0,0
"['initiale historiee', 'lettre p', 'phil texte', 'figure biblique', 'saint paul', 'chauve', 'barbe', 'tete inclinee', 'tete tournee', 'index pointe', 'main a sa hanche', 'assis', 'banc', 'zoomorphe', 'crachant vegetal']",1365811.jpg,"Paris, Bibl. Mazarine, 0012",saint paul,['saint'],['1365811'],1,0,0
"['initiale historiee', 'lettre p', 'thess2 texte', 'figure biblique', 'saint paul', 'chauve', 'barbe', 'epee', 'attribut', 'tete levee', 'main ouverte', ""pieds a l'equerre"", 'assis', 'banc', 'zoomorphe']",1365813.jpg,"Paris, Bibl. Mazarine, 0012",saint paul,['saint'],['1365813'],1,0,0
"['initiale historiee', 'lettre p', 'thess2 texte', 'figure biblique', 'saint paul', 'chauve', 'barbe', 'epee', 'attribut', 'tete levee', 'main ouverte', ""pieds a l'equerre"", 'assis', 'banc', 'zoomorphe']",1365812.jpg,"Paris, Bibl. Mazarine, 0012",saint paul,['saint'],['1365812'],1,0,0
"['initiale historiee', 'lettre p', 'tim1 texte', 'figure biblique', 'saint paul', 'chauve', 'barbe', 'index pointe', 'main sur sa cuisse', ""pieds a l'equerre"", 'assis', 'banc', 'zoomorphe', 'mordant']",1365815.jpg,"Paris, Bibl. Mazarine, 0012",saint paul,['saint'],['1365815'],1,0,0
"['initiale historiee', 'lettre p', 'tim2 texte', 'figure biblique', 'saint paul', 'chauve', 'barbe', 'tete levee', 'main levee', 'index pointe', 'main ouverte', 'geste des deux mains', ""pieds a l'equerre"", 'assis', 'banc', 'zoomorphe']",1365816.jpg,"Paris, Bibl. Mazarine, 0012",saint paul,['saint'],['1365816'],1,0,0
"['initiale historiee', 'lettre p', 'philem texte', 'figure biblique', 'saint paul', 'chauve', 'barbe', 'index pointe', 'main a sa hanche', ""pieds a l'equerre"", 'assis', 'banc', 'zoomorphe']",1365818.jpg,"Paris, Bibl. Mazarine, 0012",saint paul,['saint'],['1365818'],1,0,0
"['initiale historiee', 'lettre p', 'philem texte', 'figure biblique', 'saint paul', 'chauve', 'barbe', 'index pointe', 'main a sa hanche', ""pieds a l'equerre"", 'assis', 'banc', 'zoomorphe']",1365819.jpg,"Paris, Bibl. Mazarine, 0012",saint paul,['saint'],['1365819'],1,0,0
"['initiale historiee', 'lettre p', 'petr1 texte', 'figure biblique', 'saint pierre', 'tonsure', 'barbe', 'cle', 'attribut', 'index pointe', 'assis', 'banc', 'pied pose sur', 'arc trilobe', ""ornement d'architecture"", 'toit', 'zoomorphe']",1365821.jpg,"Paris, Bibl. Mazarine, 0012",saint pierre,['saint'],['1365821'],1,0,0
"['initiale historiee', 'initiale zoomorphe', 'lettre s', 'petr2 texte', 'scene biblique', 'registres 2', 'christ', 'en buste', 'benissant', 'index, majeur et pouce pointes', 'livre', 'tete inclinee', 'saint pierre', 'tonsure', 'barbe', 'cle', 'attribut', 'main couverte', 'index pointe', 'tete levee', 'zoomorphe', 'mordant', 'poisson', 'agression animale']",1365822.jpg,"Paris, Bibl. Mazarine, 0012",christ benissant saint pierre,['saint'],['1365822'],1,0,0
"['initiale zoomorphe mixte', 'initiale historiee', 'lettre q', 'joh1 texte', 'scene biblique', 'saint jean', 'auteur', 'ecriture', 'pupitre', 'livre ouvert', 'grattoir', ""instrument d'ecriture"", 'encrier', 'assis', 'fauteuil', ""pieds a l'equerre"", 'inspiration divine', 'oiseau', 'en vol', 'rouleau', 'zoomorphe']",1365823.jpg,"Paris, Bibl. Mazarine, 0012",saint jean ecrivant,['saint'],['1365823'],1,0,0
"['initiale historiee', 'lettre f', 'lettre a paulin', 'incipit encadrant', ""ecriture d'apparat"", 'scene', 'saint jerome', 'ecriture', 'auteur', 'assis', 'de trois-quarts', 'tonsure', 'froc', 'pupitre', 'rouleau', 'calame', 'grattoir']",1357609.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1180",saint jerome ecrivant,['saint'],['1357609'],1,0,0
"['initiale historiee', 'lettre f', 'lettre a paulin', 'incipit encadrant', ""ecriture d'apparat"", 'scene', 'saint jerome', 'ecriture', 'auteur', 'assis', 'de trois-quarts', 'tonsure', 'froc', 'pupitre', 'rouleau', 'calame', 'grattoir']",1357608.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1180",saint jerome ecrivant,['saint'],['1357608'],1,0,0
"['initiale historiee', 'lettre h', 'ex texte', 'scene biblique', 'ex 24, 12', 'sinai', 'dieu biblique', 'aureole crucifere', 'regard', 'remise', 'tables de la loi', 'moise']",1357615.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1180",moise recevant les tables de la loi,['prophet'],['1357615'],0,1,0
"['initiale historiee', 'lettre h', 'ex texte', 'scene biblique', 'ex 24, 12', 'sinai', 'dieu biblique', 'aureole crucifere', 'regard', 'remise', 'tables de la loi', 'moise']",1357614.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1180",moise recevant les tables de la loi,['prophet'],['1357614'],0,1,0
"['ornementation', 'initiale zoomorphe', 'mordant', 'poisson', 'initiale historiee', 'lettre l', 'num texte', 'scene biblique', 'num 01, 17-19', 'reunion', 'moise', 'bras leve', 'recensement', 'groupe', 'hebreu', 'tete inclinee']",1357619.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1180",moise recensant le peuple,['prophet'],['1357619'],0,1,0
"['ornementation', 'initiale zoomorphe', 'mordant', 'poisson', 'initiale historiee', 'lettre l', 'num texte', 'scene biblique', 'num 01, 17-19', 'reunion', 'moise', 'bras leve', 'recensement', 'groupe', 'hebreu', 'tete inclinee']",1357618.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1180",moise recensant le peuple,['prophet'],['1357618'],0,1,0
"['initiale historiee', 'lettre h', 'deut texte', 'scene biblique', 'moise', 'index pointe', 'designation', 'tables de la loi', ""arche d'alliance"", 'groupe', 'hebreu']",1357621.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1180",moise faisant deposer les tables de la loi dans l'arche d'alliance,['prophet'],['1357621'],0,1,0
"['initiale historiee', 'lettre h', 'deut texte', 'scene biblique', 'moise', 'index pointe', 'designation', 'tables de la loi', ""arche d'alliance"", 'groupe', 'hebreu']",1357620.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1180",moise faisant deposer les tables de la loi dans l'arche d'alliance,['prophet'],['1357620'],0,1,0
"['initiale historiee', 'lettre f', 'reg2 texte', 'scene biblique', 'reg2 01, 15', 'david', 'couronne', 'trone', 'assis', 'jambes croisees', 'main sur sa cheville', 'bras leve', 'index pointe', 'ordre', 'peine de mort', 'decollation', 'epee', 'prehension', 'epaule', 'amalecite', 'desordonne', 'genou flechi', 'poignets croises', 'lien', 'main sur sa cuisse']",1357631.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1180",david faisant executer l'amalecite,['king'],['1357631'],0,0,1
"['initiale historiee', 'lettre f', 'reg2 texte', 'scene biblique', 'reg2 01, 15', 'david', 'couronne', 'trone', 'assis', 'jambes croisees', 'main sur sa cheville', 'bras leve', 'index pointe', 'ordre', 'peine de mort', 'decollation', 'epee', 'prehension', 'epaule', 'amalecite', 'desordonne', 'genou flechi', 'poignets croises', 'lien', 'main sur sa cuisse']",1357630.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1180",david faisant executer l'amalecite,['king'],['1357630'],0,0,1
"['initiale historiee', 'lettre e', 'reg3 texte', 'scene biblique', 'reg3 01, 03', 'david', 'vieux', 'couronne', 'alite', 'lit', 'yeux leves', 'accueil', 'serviteur', 'bonnet', 'presentation', 'tenue du poignet', 'abishag', 'main sur la poitrine', 'tete inclinee']",1357633.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1180",david et abishag,['king'],['1357633'],0,0,1
"['initiale historiee', 'lettre e', 'reg3 texte', 'scene biblique', 'reg3 01, 03', 'david', 'vieux', 'couronne', 'alite', 'lit', 'yeux leves', 'accueil', 'serviteur', 'bonnet', 'presentation', 'tenue du poignet', 'abishag', 'main sur la poitrine', 'tete inclinee']",1357632.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1180",david et abishag,['king'],['1357632'],0,0,1
"['initiale historiee', 'lettre b', 'ps 001 texte', 'reg1 17, 51', 'scene biblique', 'combat singulier', 'david', 'regard', 'epee', 'foulant aux pieds', 'tenue de la tete', 'goliath', 'cotte de mailles', 'main levee', 'genou en terre', 'en desequilibre', 'stature']",1357655.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1180",david decapitant goliath,['king'],['1357655'],0,0,1
"['initiale historiee', 'lettre b', 'ps 001 texte', 'reg1 17, 51', 'scene biblique', 'combat singulier', 'david', 'regard', 'epee', 'foulant aux pieds', 'tenue de la tete', 'goliath', 'cotte de mailles', 'main levee', 'genou en terre', 'en desequilibre', 'stature']",1357654.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1180",david decapitant goliath,['king'],['1357654'],0,0,1
"['ornementation', 'initiale zoomorphe mixte', 'bande perlee', 'initiale historiee', 'lettre d', 'ps 026 (27) texte', 'scene biblique', 'ps 026 (27), 01', 'dieu biblique', 'livre', 'regard', 'benissant', 'david', 'couronne', 'tenue de son vetement', 'main levee', 'designation', 'yeux']",1357657.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1180",david designant ses yeux,['king'],['1357657'],0,0,1
"['ornementation', 'initiale zoomorphe mixte', 'bande perlee', 'initiale historiee', 'lettre d', 'ps 026 (27) texte', 'scene biblique', 'ps 026 (27), 01', 'dieu biblique', 'livre', 'regard', 'benissant', 'david', 'couronne', 'tenue de son vetement', 'main levee', 'designation', 'yeux']",1357656.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1180",david designant ses yeux,['king'],['1357656'],0,0,1
"['ornementation', 'initiale zoomorphe mixte', 'mordant', 'bande perlee', 'prolongement marginal', 'lettre d', 'ps 038 (39) texte', 'ps 038 (39), 02', 'scene biblique', 'dieu biblique', 'tenue de son vetement', 'benissant', 'regard', 'david', 'couronne', 'main levee', 'designation', 'bouche']",1357659.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1180",david designant sa bouche,['king'],['1357659'],0,0,1
"['ornementation', 'initiale zoomorphe mixte', 'mordant', 'bande perlee', 'prolongement marginal', 'lettre d', 'ps 038 (39) texte', 'ps 038 (39), 02', 'scene biblique', 'dieu biblique', 'tenue de son vetement', 'benissant', 'regard', 'david', 'couronne', 'main levee', 'designation', 'bouche']",1357658.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1180",david designant sa bouche,['king'],['1357658'],0,0,1
"['ornementation', 'initiale zoomorphe mixte', 'palmette', 'prolongement marginal', 'initiale historiee', 'lettre d', 'ps 052 (53) texte', 'scene biblique', 'ps 052 (53), 01', 'david', 'couronne', 'assis', 'main sur sa poitrine', 'main sur sa cuisse', 'siege', 'fou', 'main levee', 'main ouverte', 'nudite', 'linge de corps', 'marotte']",1357661.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1180",david et l'insense,['king'],['1357661'],0,0,1
"['ornementation', 'initiale zoomorphe mixte', 'palmette', 'prolongement marginal', 'initiale historiee', 'lettre d', 'ps 052 (53) texte', 'scene biblique', 'ps 052 (53), 01', 'david', 'couronne', 'assis', 'main sur sa poitrine', 'main sur sa cuisse', 'siege', 'fou', 'main levee', 'main ouverte', 'nudite', 'linge de corps', 'marotte']",1357660.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1180",david et l'insense,['king'],['1357660'],0,0,1
"['initiale historiee', 'lettre s', 'ps 068 (69) texte', 'scene biblique', 'ps 068 (69), 02-03', 'registres 2', 'david', 'couronne', 'debout', 'a mi-corps', 'tete levee', 'bras ecartes', 'mains levees', 'main ouverte', 'nu', 'eau', 'desespoir', 'vision', 'dieu biblique', 'aureole crucifere', 'benissant', 'portant', 'globe']",1357663.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1180",david dans les eaux du desespoir,['king'],['1357663'],0,0,1
"['initiale historiee', 'lettre s', 'ps 068 (69) texte', 'scene biblique', 'ps 068 (69), 02-03', 'registres 2', 'david', 'couronne', 'debout', 'a mi-corps', 'tete levee', 'bras ecartes', 'mains levees', 'main ouverte', 'nu', 'eau', 'desespoir', 'vision', 'dieu biblique', 'aureole crucifere', 'benissant', 'portant', 'globe']",1357662.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1180",david dans les eaux du desespoir,['king'],['1357662'],0,0,1
"['initiale historiee', 'lettre e', 'ps 080 (81) texte', 'scene biblique', 'ps 080 (81), 03-04', 'david', 'couronne', 'assis', 'jambes croisees', 'siege', 'musique', 'clochettes', 'accessoire de musique', 'marteau']",1357665.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1180",david jouant des clochettes,['king'],['1357665'],0,0,1
"['initiale historiee', 'lettre e', 'ps 080 (81) texte', 'scene biblique', 'ps 080 (81), 03-04', 'david', 'couronne', 'assis', 'jambes croisees', 'siege', 'musique', 'clochettes', 'accessoire de musique', 'marteau']",1357664.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1180",david jouant des clochettes,['king'],['1357664'],0,0,1
"['ornementation', 'initiale zoomorphe mixte', 'bande perlee', 'prolongement marginal', 'initiale historiee', 'lettre d', 'sap texte', 'sap 01, 01', 'scene biblique', 'remise', 'epee', 'salomon', 'couronne', 'assis', 'homme', 'vieux', 'main ouverte', 'acceptation', 'manteau', 'agrafe']",1357677.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1180",salomon recevant l'epee (a preciser),['king'],['1357677'],0,0,1
"['ornementation', 'initiale zoomorphe mixte', 'bande perlee', 'prolongement marginal', 'initiale historiee', 'lettre d', 'sap texte', 'sap 01, 01', 'scene biblique', 'remise', 'epee', 'salomon', 'couronne', 'assis', 'homme', 'vieux', 'main ouverte', 'acceptation', 'manteau', 'agrafe']",1357676.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1180",salomon recevant l'epee (a preciser),['king'],['1357676'],0,0,1
"['initiale historiee', 'lettre o', 'eccli texte', 'inspiration divine', 'salomon', 'couronne', 'assis', 'tete inclinee', 'main a sa joue', 'main sur son genou', 'femme', 'allegorie', 'sagesse', 'yeux leves', 'main levee', 'index pointe', 'designation', 'nuee', 'dieu biblique', 'tete', 'figuration partielle']",1357679.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1180",salomon recevant la sagesse,['king'],['1357679'],0,0,1
"['initiale historiee', 'lettre o', 'eccli texte', 'inspiration divine', 'salomon', 'couronne', 'assis', 'tete inclinee', 'main a sa joue', 'main sur son genou', 'femme', 'allegorie', 'sagesse', 'yeux leves', 'main levee', 'index pointe', 'designation', 'nuee', 'dieu biblique', 'tete', 'figuration partielle']",1357678.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1180",salomon recevant la sagesse,['king'],['1357678'],0,0,1
"['ornementation', 'initiale zoomorphe mixte', 'torsade angulaire', 'bande perlee', 'prolongement marginal', 'initiale historiee', 'lettre u', 'is texte', 'scene biblique', 'martyre', 'isaie', 'peine de mort', 'mort par le fer', 'regard', 'genou en terre', 'nudite', 'torse', 'linge de corps', 'mains derriere le dos', 'bourreau', 'scie', 'geste des deux mains']",1357681.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1180",martyre d'isaie,['prophet'],['1357681'],0,1,0
"['ornementation', 'initiale zoomorphe mixte', 'torsade angulaire', 'bande perlee', 'prolongement marginal', 'initiale historiee', 'lettre u', 'is texte', 'scene biblique', 'martyre', 'isaie', 'peine de mort', 'mort par le fer', 'regard', 'genou en terre', 'nudite', 'torse', 'linge de corps', 'mains derriere le dos', 'bourreau', 'scie', 'geste des deux mains']",1357680.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1180",martyre d'isaie,['prophet'],['1357680'],0,1,0
"['ornementation', 'initiale zoomorphe mixte', 'mordant', 'torsade angulaire', 'initiale historiee', 'lettre u', 'jer texte', 'scene biblique', 'martyre', 'lapidation', 'jeremie', 'agenouille', 'tete levee', 'yeux leves', 'mains levees', 'bourreau', 'geste des deux mains', 'pierre']",1357683.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1180",lapidation de jeremie,['prophet'],['1357683'],0,1,0
"['ornementation', 'initiale zoomorphe mixte', 'mordant', 'torsade angulaire', 'initiale historiee', 'lettre u', 'jer texte', 'scene biblique', 'martyre', 'lapidation', 'jeremie', 'agenouille', 'tete levee', 'yeux leves', 'mains levees', 'bourreau', 'geste des deux mains', 'pierre']",1357682.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1180",lapidation de jeremie,['prophet'],['1357682'],0,1,0
"['initiale historiee', 'lettre e', 'ez texte', 'figure biblique', 'ezechiel', 'auteur', 'assis', 'siege', 'bras leve', 'index pointe', 'main posee sur', 'phylactere']",1357687.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1180",ezechiel,['prophet'],['1357687'],0,1,0
"['initiale historiee', 'lettre e', 'ez texte', 'figure biblique', 'ezechiel', 'auteur', 'assis', 'siege', 'bras leve', 'index pointe', 'main posee sur', 'phylactere']",1357686.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1180",ezechiel,['prophet'],['1357686'],0,1,0
"['initiale historiee', 'lettre a', 'dan texte', 'scene biblique', 'dan 06, 23', 'prodige', 'daniel', 'caresse', 'main posee sur', ""tete d'animal"", 'lion', 'grotte', 'feuillu']",1357689.jpg,"Paris, Bibl. Sainte-Genevi̬ve, 1180",daniel dans la fosse aux lions,['prophet'],['1357689'],0,1,0
